"","x"
"839","Bagus banget nih si gendut nomer xl nya di ilangin,mana masih ada sebulan insentif prakerja sama 2xsurvey lagi <U+0001F624>"
"840","prakerja ikut kelasnya chef Juna aja dah biar pinter masak https://t.co/bQjhKRLX7e"
"841","@________saudade daftar aja di https://t.co/eZk9RDjz8X tp blm pembukaan gelombang si, syaratnya ktp sm nomor ko"
"842","Prakerja tinggal nunggu 50rb doang ini. Mana gada saldo lg duh"
"843","@DiajengLrst Dari grup2 wa juga kadang ada yang udah dapet prakerja, bpjs, eh pas ndaftarin ke yang bantuan dari bupati, malah lolos juga."
"844","@DiajengLrst Benrr bgt, udah dapet prakerja masih aja usaha biar dapet yang bpjs, pokoknya segala apapun dicobain sapa tau rejeki. Gitu"
"845","@DiajengLrst Ga tau juga Ka, soalnya ada yang udah lolos prakerja tapi ternyata dari tempat kerjanya juga dapet yang bpjs, Ka."
"846","Kapan Prakerja Gelombang 12 Dibuka? Ini Bocorannya! https://t.co/pnYEtKtA56 lewat @JurnalNews_ID #Prakerja #PrakerjaGelombang12 #kartuprakerja #PendaftaranKartuPrakerja"
"847","Kapan Prakerja Gelombang 12 Dibuka? Ini Bocorannya! https://t.co/G5fTCu1W95 https://t.co/1uSTFEMwfK"
"848","@worksfess *prakerja"
"849","@worksfess Ikut prakerja"
"850","Model2an spt ini kalo dikasih subsidi prakerja buat ngelontong.. https://t.co/tPMuCiSoH9"
"851","Dear @BPJSTKinfo @KemnakerRI @KemenkeuRI saya gak kebagian prakerja atau subisidi gaji loh.. Temen sekantor dpt padahal. Ruwet.. Ruwet.. Colek presiden paporit ah.. @jokowi"
"852","8 Bansos yg diperpanjang
1. BLT UMKM Banpres Produktif
2. BLT Subsidi Gaji
3. Kartu Prakerja
4. BLT Rp 500 Ribu per KK Non PKH
5. Program Keluarga Harapan
6. Kartu Sembako
7. BST Kemensos RI
8. Bansos Beras

@KemensosRI @juliaribatubara

#BSTKemensosHadir

https://t.co/1SdbK8rukB"
"853","Yg kerja nungguin BLT cair, yg nganggur nungguin prakerja cair. Lah ini kita mahasiswa tingkat akhir bgt, mana kaga kerja, mana kaga dapet prakerja. Mampus mendingan mampusss!!!!"
"854","@DiajengLrst nggak dapat apa apa, mencoba daftar prakerja dari gelombang 5 sampai 11 nggak lolos kakyas yasudahlah <U+0001F602><U+0001F602><U+0001F602>"
"855","@DiajengLrst ada temen ku dpt blt jg, prakerja jga <U+0001F440>"
"856","@DiajengLrst Kalo kyk ini jatuhnya pada ga dpt semua ga kak ya? Kan ud pada dpt prakerja dan Ketenagaakerjaan juga kan ?"
"857","@DiajengLrst Aku daftar prakerja dari gelombang 5 ga lolos lolos gatau kenapa, giliran temen aku yang aku kasih info langsung pada lolos<U+0001F602><U+0001F602>"
"858","@DiajengLrst Gw daftar prakerja dari gelombang 7 kaga lolos²..."
"859","@BarisanProKerja Menurut saya, yang mnyumbang pertumbuhan ekonomi itu gerakan BLT BPJS, PraKerja. Ketika orang dapat uang langsung berbelanja, bahkan hal yang kurang dibutuhkan sekalipun, dan disokong dengan berita positif vaksin covid. Tanpa itu, perputaran ekonomi di Indonesia akan tetap resesi"
"860","@historyofpersib Pelatihan Prakerja kitu Bah? <U+0001F600>"
"861","Masih punya banyak sisa saldo Prakerja? Yuk beli pelatihan lagi di Skill Academy dan dapatkan Gratis Langganan Ruangguru + Kuota up to 6GB<U+0001F60D> Untuk caranya, chat aku  di https://t.co/X3h5KykVyI 
#BatalkanPilkadaSerentak #IngatMasihPandemi #1212ShopeeStrayKids #BPIPpagarPancasila https://t.co/wMg9sExTEc"
"862","Masih punya banyak sisa saldo Prakerja? Yuk beli pelatihan lagi di Skill Academy dan dapatkan Gratis Langganan Ruangguru + Kuota up to 6GB<U+0001F60D> Untuk caranya, chat aku  di https://t.co/X3h5KykVyI 
#BatalkanPilkadaSerentak #IngatMasihPandemi #1212ShopeeStrayKids #BPIPpagarPancasila https://t.co/gjN2XCzwgQ"
"863","Masih punya banyak sisa saldo Prakerja? Yuk beli pelatihan lagi di Skill Academy dan dapatkan Gratis Langganan Ruangguru + Kuota up to 6GB<U+0001F60D> Untuk caranya, chat aku  di https://t.co/X3h5KykVyI 
#BatalkanPilkadaSerentak #IngatMasihPandemi #1212ShopeeStrayKids #BPIPpagarPancasila"
"864","Masih punya banyak sisa saldo Prakerja? Yuk beli pelatihan lagi di Skill Academy dan dapatkan Gratis Langganan Ruangguru + Kuota up to 6GB<U+0001F60D> Untuk caranya, chat aku  di https://t.co/X3h5KykVyI 
#BatalkanPilkadaSerentak #IngatMasihPandemi #1212ShopeeStrayKids #BPIPpagarPancasila https://t.co/0qmD2JsoyR"
"865","Mohon bantuannya ini bagaimana
@Prakerja20201 @PRAKERJAorg @PrakerjaId
#prakerja #prakerjaid

Udah verifikasi akun padahal data juga sesuai https://t.co/oB3lCYXrGf"
"866","@Ali03183462 @jokowi @babastudiocom Skrg sudh muncul di ds prakerja blm?"
"867","@FerdinandHaean3 Dasar pengangguran bisanya cuma provokator dan adu domba. Mending daftar prakerja sana bisa buat kerjaan halal"
"868","Bagaimana dengan kartu prakerja di biak numfor bp mentri kapan dikucurkan, kami honorer yg dirumakan dapat atau tidak bp, Maaf sebelumnya bp..."
"869","@arjuno_ireng01 @DiniHrdianti Gak Pernah Nonton Berita Sih Lu,,,,Udah Tau Itu Vidio Lama,,,,Hati Hati Hati Hati Hati Hati Provokasi Haha Lucu Sih Liat Vidio Yang Udah Lama Baru Di Share,,,Provokasi Lu Mantap Dahh,,,Cuma Bisa Ketawa Aja,,,Baru Bisa Upload Karena Baru Bisa Beli Kuota Pake Saldo Prakerja Hahaha"
"870","@ihdamawaddah @NUgarislucu Dhemite wes putus asa mas, ndaftar kartu prakerja seko gelombang 1 nganti gelombabg 12 ora mlbu mlbu mulane nyambine dadi kurir santet"
"871","kok orng2 dah pda dapet subsidi gaji prakerja lgi ya?<U+0001F914>"
"872","@tokopedia Min, kenapa sertifikat di dashboard prakerja saya belum muncul yaa. Padahal sudah mengisi ulasan dan dapat sertifikat di skill academy dari tgl 10. Mohon bantuan nya"
"873","@araseOoooo Tidak menerima hutang kecuali bagi yg memiliki akun prakerja"
"874","Sebelumnya gojek juga ngasih bantuan voucher belanja di alfamart buat mitra drivernya, jauh sebelum pemerintah ngasih bantuan prakerja, umkm, bpjs tk.

Pemerintah kok kesannya telat mulu ya <U+0001F602>"
"875","@stanmenfess Ikut prakerja gih bahunya"
"876","BLT GURU HONORER KEMENDIKBUD: Rp1,8 Juta Tak Akan Cair ke Penerima Prakerja! Cek Penerima di Sini!
---------
https://t.co/bZdx1XFdOr"
"877","BLT GURU HONORER KEMENDIKBUD: Rp1,8 Juta Tak Akan Cair ke Penerima Prakerja! Cek Penerima di Sini!
https://t.co/bZdx1XFdOr"
"878","@tubirfess Kalo contoh diatas kebanyakan buruh skill rendah sih (kurir, pelayan, dll). Dealing dgn pekerja tipe ini memang -harus diakui- gak bisa disamain dgn lulusan S1 dll. Beberapa bahkan punya email atau rekening bank aja engga. Program training prakerja harusnya menyasar golongan ini."
"879","@Mariayuni13 @NUgarislucu dhemit te opo urung ndue kartu prakerja ?, bayarane kurang opo pie ?, <U+0001F602>"
"880","@chitattooes Enak banget sih dapat. <U+0001F974>. Ku gak dapat. Dan daftar prakerja juga gak lolos"
"881","@TokopediaCare halo perkenalkan saya A.Pallawarukka salah satu pemenang dari cerita kartu prakerja x tokopedia care.

saya mau bertanya kenapa gift card saya belum dikirim ke alamat email padahal teman saya sudah mendapatkannya dari kemarin sore. ditunggu konfirmasinya terimakasih"
"882","@TokopediaCare halo perkenalkan saya A.Pallawarukka salah satu pemenang dari cerita kartu prakerja x tokopedia care.

saya mau bertanya kenapa gift card saya belum dikirim ke alamat email padahal teman saya sudah mendapatkannya dari kemarin sore. ditunggu konfirmasinya terimakasih"
"883","Halo kak, Perkenalkan A.Pallawarukka Salah satu pemenang dari cerita kartu prakerja × Tokopedia care.

saya mau bertanya kenapa hadiah gift card saya belum di kirim ke alamat email. padahal rekan saya yang pemenang sudah mendapatkan dari kemarin .

mohon bantuan mya terimakasih https://t.co/oE89avqNqk"
"884","@TokopediaCare halo perkenalkan saya A.Pallawarukka salah satu pemenang dari cerita kartu prakerja x tokopedia care.

saya mau bertanya kenapa gift card saya belum dikirim ke alamat email padahal teman saya sudah mendapatkannya dari kemarin sore. ditunggu konfirmasinya terimakasih"
"885","halo perkenalkan saya A.Pallawarukka salah satu pemenang dari cerita kartu prakerja x tokopedia care.

saya mau bertanya kenapa gift card saya belum dikirim ke alamat email padahal teman saya sudah mendapatkannya dari kemarin sore. ditunggu konfirmasinya terimakasih https://t.co/CmgYY49G2v"
"886","@Tan_Markonah2 Kartu prakerja..."
"887","Hawong wis (oleh) daftar Kartu Prakerja kq iseh arep² BanSos Naker,
Tiwas umek lapor durung oleh Transferan,
Eee lha yo Gussss Gus <U+0001F923>"
"888","@wonufoxy Kek ikut prakerja ajh njir ada gel 123445"
"889","@TokopediaCare Min, Saya sudah menyelesaikan pelatihan sejak 4 Nov, namun sampai sekarang sertifikatnya belum muncul di dashboard prakerja. Mohon bantuannya"
"890","Terimakasih prakerja, transfernya tepat waktu bgt <U+0001F92D>"
"891","https://t.co/TubdThFazF

8 jenis Bansos:

1. BLT UMKM Banpres Produktif
2. BLT Subsidi Gaji
3. Kartu Prakerja
4. BLT Rp 500 Ribu per KK Non PKH
5. Program Keluarga Harapan
6. Kartu Sembako
7. BST Kemensos RI
8. Bansos Beras

@KemensosRI  @juliaribatubara 

#BSTKemensosHadir"
"892","Drop info kartu prakerja here"
"893","@Wotanet Suruh daftar Prakerja nder"
"894","@gopayindonesia @gopaypromo Saya minta tolong kepada gopay,untuk tidak menahan/memperlambat pencairan insentif prakerja.... 
Untung tanggal 16 belum cair"" juga"
"895","@gopayindonesia @gopaypromo Gopayy saya minta tolong untuk tidak menahan/meperlambat insentef prakerja yang tanggal 16"
"896","lewat belanja di UMKM setempat. Adapun Program Kartu Prakerja hingga per tanggal 6 November telah mencapai realisasi sebesar Rp19,89 triliun dengan jangkauan 5,6 juta peserta."
"897","@AlwaysDevi Aku percaya mba, krn BNI di daerahku jg gt. Pernah nganter temen yg mau urus prakerja bolak balik sampe 3x krn zonk trs, diksh tau satpamnya kalo sehari maksimal 15 org sedangkan yg antri udh pd dari shubuh<U+0001F643>"
"898","Harta, tahta, prakerja https://t.co/xwg6F6nWuy"
"899","Aku tau akun palsu kaya gini ada banyak bgt, bukan cuman di twitter tapi di ig juga, tp aku bener2 gk mau ada celah buat mereka bisa nipu, karena waktu pencairan dana prakerja itu ada bnyak yg kena tipu akun2 bodong kaya gini pdhl orang yg ditipu itu bener2 org yg membutuhkan bgt"
"900","@surprisedbear Prakerja nya qaqa. https://t.co/dKiIVZhE5x"
"901","Banyuwangi si. Tapi ga dapat prakerja"
"902","@tubbirfess @tubirfess ngga juga ah, some people emg ngga mau edukasi diri sendiri dn berkembang<U+0001F633> liat aj kartu prakerja yg dimakanin duitnya doang, skillnya mah bodo amat, says a lot about our people ya<U+0001F607>"
"903","@cutenesstamuy ngurus kartu prakerja ya? sibuk bgt kayanya belakangan ini"
"904","Ngerjain tugas <U+274C>
Ikut kelas prakerja <U+2705>
<U+0001F92D> https://t.co/TSaSsIiCg4"
"905","@yudisupria @GugiPakdhe @detikcom @antasena_ind Makan dari BLT ama PRAKERJA aja BACOTT ITILLL"
"906","@jokowi apakah bisa bapak membuat event atau lembaga seperti difilm korea #startup untuk menjadi wadah jiwa usaha, dan kreativitas. Saya merasa berdosa  dan kesal diberi dana prakerja oleh negara tapi saya belum diberi kesempatan untuk bekerja. Mohon bantuannya"
"907","Semacamm agak resahh tinggal di negara ini sekarang , UU  prakerja udah disahkan UU larangan buat minum alkohol dibuat ntar lagii apa nii UU larangan sebats ? Yang bener aelahhh bundd :("
"908","@KemnakerRI Terima kasih, saya sudah tidak ingin berharap !!! Hari ini bsu tahap II teman di kantor dah pada cair semua. Cuman saya sendiri yang tidak ada, daftar prakerja dari gelombang 1 sampai dah diterima kerja gk pernah lolos ."
"909","Bener2 bersyukur sm kartu prakerja :')"
"910","Ikut prakerja tiap gelombang gak pernah dapet. Yaiyalah banyak jokinya."
"911","@sapasoundjana Saya laporkan admin prakerja lo"
"912","https://t.co/tzmHyLGpt8

Cara Daftar Kartu Prakerja. 
100% Berhasil

#prakerja #kartuprakerja #gelombang11 #gelombang12"
"913","Ya seringlah aneh aneh aja ini survey prakerja.. ayo tambah insentif surveynya <U+0001F610> https://t.co/p9IlroiSyL"
"914","@anggaxsonenk Wah nek janji jiwaan sek gk wani lur prakerja e gorong cair wkwkw"
"915","Pendaftar kartu prakerja capai 43,3 juta dalam tujuh bulan - ANTARA News Jawa Barat https://t.co/tR3G1b6z5v"
"916","Fakkk buat orang² yg bantu jasa daftarin prakerja tapi di duitin sampe jatah 3 bulan.. Emang anjg lu yee org susah di sikat juga.. Mending ke neraka deh orang² begitu"
"917","Tadi cerita-cerita sama temen kerja.
Si A bilang, ""untung ya ada dana dari program prakerja, bisa bertahan bulan ini"".
Si B bilang, ""aku sih ada suami"".

Apalah aku, gak ada pemasukan tambahan, belum ada suami. Dana darurat penyelamat emang. <U+0001F606>"
"918","Tentunya ada syarat ketentuan untuk penerima bantuan ini yaitu berstatus Warga Negara Indonesia (WNI), bukan PNS, tidak menerima subsidi upah dari Kementerian Tenaga Ketenagakerjaan dan Kartu Prakerja sampai 1 Oktober, serta memiliki penghasilan di bawah Rp5 juta."
"919","@TokopediaCare halo min, mau nanya nih. aku kan ikut prakerja, kok status nya belum berubah ya di dashboard nya? padahal ikut pelatihannya udah lama https://t.co/ZnTgaylOnA"
"920","Ada yang berharap-harap cemas kepingin pendaftaran CPNS atau perekrutan pegawai BUMN dibuka kembali. 

Makanya yang ndaftar Kursus Prakerja pun ngantre."
"921","Gugusan uu cipta kerja yang berupa pekerja dan dengan kartu prakerja menghasilkan SDM yang membutuhkan dan dapat di butuhkan negara dengan dasar pancasila dan uuf 1945 baik SDM luar negeri ataupun dalam negari dasarnya penyampaian di depan anggota MPR/DPR RI"
"922","@BPJSTKinfo min mau nanya, kan saya daftar prakerja, saya lolos, tetapi saya gak melanjutkan pra kerja tersebut, apakah saya dapat bantuan langsung tunai ketenagakerjaan?"
"923","Ikutan prakerja demi 600rb perbulan. Pelatihannya mah males2an <U+0001F61C>"
"924","Jumlah penduduk Indonesia di rentang usia kerja saat ini jumlahnya mencapai 183 juta. https://t.co/LnLzADArwe"
"925","@bibitmecin Iyah nih prakerja gue ngak lolos-lolos <U+0001F62D>"
"926","Pendaftar Kartu Prakerja Tembus 43,3 Juta https://t.co/XGVBx9UfWy"
"927","@sbyfess BNI prakerja"
"928","@TokopediaCare sertifikat di akun skill academy sy sdh muncul tpi di dashboard prakerja blm muncul dan status pelatihan sy di dashboard msih aktif pdhl sdh selesai. Mohon bantuannya utk kendala ini"
"929","@TokopediaCare Halo min, sy mau tanya terkait sertifikat di dashboard prakerja sy yg blm muncul jg pdhl skill academy sdh lapor ke tokped dri tgl 22 okt. Mohon bantuannya ya krn ini sdh mo 1 bln dan krn kendala ini sy tdk bisa beli pelatihan lgi"
"930","@meeyoouuwww Prakerja aj udh cair !"
"931","Pendaftar kartu prakerja capai 43,3 juta dalam 7 bulan.
https://t.co/N9gbEglDcL"
"932","@jajanggwahyudin Nuenak mah lulus kartu prakerja a"
"933","Alhamdulillah prakerja ke 3 cair"
"934","@linkaja Kenapa akun saya terblokir??padahal beberapa menit sebelumnya baru dapat insentif prakerja, ganti pun baru gak bisa2, selalu ""maaf kami belum bisa memproses permintaan anda""<U+0001F624><U+0001F624><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F92C><U+0001F92C><U+0001F92C><U+0001F92C>"
"935","@prakerjagoid mau tanya cara mengganti NIK ktp di prakerja bisa tida?"
"936","Akhirnya prakerja ku cair<U+0001F970><U+0001F62D>"
"937","@YantiBahrii @mumun1313 @anaktiriNadiem Prakerja y ? <U+0001F601>"
"938","@KemnakerRI Kalau misal sudah pernah daftar tapi belom lolos pada prakerja. Apakah juga mempengaruhi sebagai penerima BLT guru ?"
"939","@Kemdikbud_RI Kalau misal sudah pernah daftar tapi belom lolos pada prakerja. Apakah juga mempengaruhi sebagai penerima BLT guru ?"
"940","@P3GTK_Kemdikbud Kalau misal sudah pernah daftar tapi belom lolos pada prakerja. Apakah juga mempengaruhi sebagai penerima BLT guru ?"
"941","@gtk_kemdikbud Kalau misal sudah pernah daftar tapi belom lolos pada prakerja. Apakah juga mempengaruhi sebagai penerima BLT guru ?"
"942","@srwhynp @ari_ariayam @frestiadi @DatukEle @inifebrianp @aakacamata @Nolep___ Kartu prakerja pa bukan sih ??"
"943","Enakk yee nganggur?? Daftar kartu prakerja geh. Biar dapet dana bantuan hahaha

maka nya kalo disuruh kerja, kerja yang bener ogeb https://t.co/70Tj7KooEE"
"944","@elsatanaem Snpp kak, prakerja otw rekening kok <U+0001F923><U+0001F923>"
"945","Indonesia sdh lebih maju, 
1.mahasiswa sdh diberi JAMINAN 10jt lapangan kerja
2.yg belum kerja DAPAT KARTU PRAKERJA
3.Yg ikut demo DIJAMIN sulit dpat skck &amp; sulit dpt kerja
4.sdh nikah dikasih kartu smbako murah
Satu2nya ngara di dunia yg ADIL MAKMUR SEJAHTERA baru d era @jokowi https://t.co/awgeSPIDfc"
"946","@indomietelurdua Kartu prakerja<U+0001F44D>"
"947","Cara Daftar Kartu Prakerja Gelombang 11

Download aplikasi https://t.co/hcQUUbvhyH untuk akses berita lebih mudah dan cepat: 
Android: https://t.co/UcW2BDLDId 
iOS: https://t.co/kqDCQiXFxe

Klik untuk baca: https://t.co/HqMjWKP0iE"
"948","#Kabar Gembira Tentang Kartu Prakerja Gelombang 12, Simak Bocoran Informasinya - https://t.co/vwrlqWniwp https://t.co/Ue3nacyh4S #jakarta #dkijakarta"
"949","Barito Selatan Terbanyak Penerima Bantuan Kartu Prakerja di Kalimantan Tengah

https://t.co/AfwT9LTtuN"
"950","Ikut prakerja ga pernah dapet ikut give away ga pernah dapet gini banget nasib <U+0001F97A>"
"951","Tunggu Sinyal Komite Cipta Kerja, Kapan Bansos Prakerja Gelombang 12? https://t.co/Zt0oqb4Jn7"
"952","@ovo_id hi sy penerima kartu prakerja. Apakah sy sudah melewati batas saldo ovo ya?"
"953","/kle kapan prakerja dibuka lagi? https://t.co/bKKiQrkEX6"
"954","@efrzld kalo pake kartu prakerja teh dapet uang ya?"
"955","Prakerja kapan cair woy"
"956","Wkwwkwk tetangga gue nanyain halaman web prakerja gitu, gue ketikkin yg bener kan di hpnya (di tab selanjutnya) di bagian atas tuh. Gue kaget dong liat historynya..

Xnxx <U+0001F923><U+0001F923><U+0001F923>

Gue be like: hehehe https://t.co/SdBq7bFw3y"
"957","Transferan prakerja mksdnya. Alhamdulillah lancar jaya tidak pernah ada kendala ikutan program ini"
"958","Terpantau yg pake tagar ini kuotanya beli pake duit kartu prakerja... <U+0001F601> #KobarkanRevolusiAkhlakHRS"
"959","@WuwutMurjitho @KemnakerRI @idafauziyah Berarti gak lolos filtrasi ,situ ikut program lainnya gak kaya prakerja , bpum dan bantuan lainnya"
"960","@deadspideyyy @doregitca @FFOODFESS Mending prakerja dari pada Pinjaman Online<U+0001F62D>"
"961","@worksfess DQLAB masuk ke prakerja gak sih?"
"962","Episode 1 aja udh seru jadi ketagihan gimana seterusnya ya? Bikin penasaran, kpn"" lah sampe prakerja udh selesai"
"963","@masmasjawabgt Sopipay aja mas. Mau buat belajar prakerja <U+0001F602>"
"964","""cuman itu kemewahan kami terakhir yg bisa dibanggakan""
tapi nyairin prakerja sama umkm, yhaaaa dul nanggung mewahnya, wkwk"
"965","@fortisevengun @worksfess bukan buat prakerja kan?"
"966","@doregitca @FFOODFESS GABOLEEE <U+0001F621><U+0001F621><U+0001F621> MAU KAMU PAKE DAFTARIN KK-KU JADI AKUN PRAKERJA YA <U+0001F621><U+0001F621><U+0001F621>"
"967","@salaamitusalam Blm prnh dpt bantuan dari program sebelumnya / BPJS Ketenagakerjaan.

Gk masuk ke dlm program Kartu Prakerja. 
Dan gajinya msh 5 juta ke bawah."
"968","Nanya beneran. Emang bisa dijual kartu prakerja? https://t.co/RQlk4W4wjf"
"969","ancen durung rejekine lolos prakerja. suog"
"970","@HasanAlMahdi Hari2 makin berat aja buat dpt slot Prakerja."
"971","@dvnkho Bulan depan saingan daftar prakerja sama Aby. :("
"972","@deadweight_loss Mantap ni mz bisa apply jadi vendor prohram prakerja"
"973","@sujudin_ @pxxdxxp_ Bukan prakerja bro, dapet dari jual rumah hahahah"
"974","@pxxdxxp_ @Adolfrizky_ Udah dapet duit dari prakerja masih aja bingung ya yo"
"975","Penyaluran bantuan sosial, kartu Prakerja, dan stimulus untuk pengusaha juga dianggap punya andil besar dalam mendongkrak optimisme masyarakat Indonesia dalam menyongsong ekonomi yang lebih baik.

Indonesia Sehat Ekonomi Pulih
#CaraPulihkanEkonomi"
"976","@sugarkoomochi semangat taa !! eh prakerja masi dibuka gitu ??"
"977","duit udah habis. Mulai kerja CPNS juga g tau kapan. selama ini ngandelin prakerja. Duit prakerja udah habis buat modal + bayar arisan. Listrik sm inet blm kebayar"
"978","@yunartowijaya Sesekali bahas utang negara coba koh, korupsi jiwasraya, atau prakerja 5T."
"979","@KangopeNew begalna teu daptar prakerja jadi teu training onlen stir mbil."
"980","lelah,,, selalu ditolak di kartu prakerja,,, banting stir ngumpulin satosi negara orang,,, akhir nya,,, bisa buat makan,, dengan usaha tampa kartu prakerja,,, https://t.co/JjcgUvfVPh"
"981","@Janeee_______ prakerja itu pas buat akunnya tes, sisanya kaya pelatihan gtu setauku. wkwk ngga nungguin juga sebenernya, cuma tl dah rame blg turun XD"
"982","@Janeee_______ sama kaya BLT dari prakerja.
sistem prakerja tapi cair 600 selama 4x
kalo BLT gaji 600 tapi sekali cair langsung dua. jadi 1,2Jt turunnya. Sistem TF 2x gitu hyunk"
"983","@abcdebfck Oh, gitu. Gue gadapet keknya, kalau yang prakerja itu buat yang ikut tes itu ya? Semangat ya nunggunya."
"984","@Naunaback Aku udah 1th ga kerja, terus daftar prakerja akhirnya lolos dan uangnya aku pake buat usaha kecil²an dirumah tapi sekarang lagi sepi jualan aku<U+0001F62D>"
"985","@rezabrondoll @yanshitad Kamu yg kemaren penerima prakerja malah buat BO itu yak?"
"986","Orderan sepi banget,daftar kartu prakerja gak bisa<U+0001F607>"
"987","@TokopediaCare hai kak, mohon info... Kapan sertifikat prakerja ditebitkan ya? Dari lembaga sudah mengirimkan data ke pihak tokopedia dari tanggal 7. Mohon dipercepat bgt ini mah kakkkkkkk"
"988","Inilah Macam-macam Bantuan Pemerintah Beserta Penyalurnya BLT UMKM, BPJS, Dana Desa dan Prakerja 

#prmn #Pikiranrakyatmedianetwork #BeritaSukabumi

https://t.co/k9e2pcujyX"
"989","@hrdbacot “Sarjana doang tapi gabisa bantuin daftarin BLT UMKM”
“Anak IT tapi gabisa servis hp saya yg error”
“Katanya anak IT, tapi gabisa bantuin daftar prakerja”
“Anak IT doang tapi gabisa malsuin ijazah”

also me :
<U+0001F927><U+0001F621><U+0001F928><U+0001F62C><U+0001F974>"
"990","@TokopediaCare Iya kak memang status berhasil. Tapi sertifikat belom muncul di dashboard prakerja. Katanya pihak tokopedia belom melaporkan ke pihak prakerjanya. https://t.co/hCT5l7F1Po"
"991","@TempoInstitute 
Saya beli pelatihan Prakerja ditokopedia 
Dengan No Invoice : IVR/20201110/XX/XI/556707397 pada tanggal 10 November 2020 20:20:35 senilai Rp 150.000 
Namun, Tidak ada judul pelatihannya di website tempo institute..

Mohon ditindaklanjuti."
"992","@angkvgadang @AfrizaMunaf @dadang_adp @DudyDam_ @about_PoppyBrws @degreatiskandar @evylagi @TongSate @luviku @delf_piliang @kotaksegiempat @bujang_minang @MuhammadRafal3 @roses_man @zarazettirazr @BayuWisanggeni @demagog_inc @dhe_nokk @Luvianna11 @Nemo_4512 @budihidayat20 @AyahFahmi @WisnuRamadi @m4s4g03s @Sbalhmar @ghanieierfan @damnoise @SiAndi_ @jams_ahmad @siraul_ebat @lilazeeb @antonkerenz1 @Orieisme @gunturmataram @chalie_bang @her_alone @ekonindo1 @KyaiMblebes @abu_cebong @EkoPras56667826 @desrioktaviyan1 @varleent @aini_s @IrwanTechno @_tjakep @_arifisme_ kan ada kartu prakerja ... eh"
"993","@QueenIstyLarion @muhamadzulhasan Kasian nanti setan jobless.. Dia bingung ngirim CV nya karena ga ada lagi kerjaan. Kesian ntar malah ngisi kartu prakerja kan kita ga tega <U+0001F602><U+0001F605>"
"994","Bukan Apa apanya dibandingkan KARTU PRAKERJA. https://t.co/OCSSsChNd0"
"995","@linkaja @linkaja Hei penipu kmna kalian gelapkan dana saya?  Darij tgl 15 bulan lalu saya disuruh tunggu 14x24 dan sekrg sudah lewat 1 minggu, kemana kalian gelapkan uang saya?  LAYANAN E MONEY PENIPU, SAYA JUGA PUNYA BUKTI YG KUAT TERKAIT CASE04125402  DANA DARI prakerja hilang"
"996","@KemnakerRI Prakerja dan BLT bsu zonk semua, mn responnya pak menteri yth ........dah email dan cek d aplikasi g respon dan tanggap g dpt2 juga gmn apa ini akal2an org dlm kementrian tenaga kerja ?????"
"997","Sing entuk bantuan prakerja fix sok nek akherat melu nanggung utang negoro."
"998","@NephiLaxmus wah pake dana prakerja udah bisa beli 6 hektar nich, mantap jadi tuan tanah<U+0001F602>"
"999","Yukk yg belum pelatihan Prakerja untuk gelombang 11 bisa join grup yaah banyak info mengenai pelatihan di Skill Academy dan banyak benefit nyaa lohhh<U+0001F60A>
https://t.co/TWmN0cUIFh"
"1000","YANG dpt BLT. 
Pelaku usaha mikro 
Pemegang kartu BPJS
Prakerja
Dan lain2
Selain petani..."
