"text","total","positive","negative","score","label"
"prakerja",0,0,0,0,"Netral"
"sudah daftar belum lolos prakerja pengaruh terima blt guru",4,3,1,2,"Positif"
"kartu prakerja bukan sih",0,0,0,0,"Netral"
"enak nganggur daftar kartu prakerja gih biar dana bantu nya kalo suruh kerja kerja benar bego",4,4,0,4,"Positif"
"snpp kak prakerja on the way rekening",0,0,0,0,"Netral"
"indonesia sudah lebih maju mahasiswa sudah jamin lapang kerja belum kerja kartu prakerja demo jamin sulit skck sulit kerja sudah nikah kasih kartu smbako murah nya ngara dunia adil makmur sejahtera baru era",17,11,6,5,"Positif"
"daftar kartu prakerja gelombang download aplikasi akses berita lebih mudah cepat android ios klik baca",4,3,1,2,"Positif"
"gembira kartu prakerja gelombang simak bocor informasi",2,1,1,0,"Netral"
"barito selatan terima bantu kartu prakerja kalimantan",1,1,0,1,"Positif"
"prakerja tidak give away tidak banget nasib",3,1,2,-1,"Negatif"
"tunggu sinyal komite cipta kerja bansos prakerja gelombang",2,2,0,2,"Positif"
"h terima kartu prakerja sudah lewat batas saldo ovo",1,1,0,1,"Positif"
"kle prakerja buka",0,0,0,0,"Netral"
"kalo pakai kartu prakerja teh uang",0,0,0,0,"Netral"
"prakerja cair woy",1,1,0,1,"Positif"
"tetangga nanyain halaman web prakerja ketikkin benar hpnya tab lanjut tuh kaget lihat historynya xnxx be like hehehe",1,1,0,1,"Positif"
"transfer prakerja maksud alhamdulillah lancar jaya tidak kendala program",5,3,2,1,"Positif"
"pantau pakai tagar kuota beli pakai duit kartu prakerja",0,0,0,0,"Netral"
"arti tidak lolos filtrasi situ program tidak prakerja bpum bantu",4,1,3,-2,"Negatif"
"mending prakerja pinjam online",0,0,0,0,"Netral"
"dqlab masuk prakerja tidak sih",1,0,1,-1,"Negatif"
"episode sudah seru tagih bikin penasaran prakerja sudah selesai",0,0,0,0,"Netral"
"sopipay mas ajar prakerja",0,0,0,0,"Netral"
"cuman mewah bangga cairin prakerja umkm yhaaaa dul nanggung mewah",6,4,2,2,"Positif"
"bukan prakerja",0,0,0,0,"Netral"
"tidak boleh pakai daftarin kakak ku akun prakerja",1,0,1,-1,"Negatif"
"belum bantu program belum bpjs ketenagakerjaan tidak masuk program kartu prakerja gaji bawah",3,0,3,-3,"Negatif"
"benar jual kartu prakerja",1,1,0,1,"Positif"
"ancen durung rejekinya lolos prakerja suog",2,2,0,2,"Positif"
"berat slot prakerja",1,0,1,-1,"Negatif"
"saing daftar prakerja aby",0,0,0,0,"Netral"
"mantap mas apply vendor prohram prakerja",1,1,0,1,"Positif"
"bukan prakerja bro jual rumah hahahah",0,0,0,0,"Netral"
"sudah duit prakerja bingung",1,0,1,-1,"Negatif"
"salur bantu sosial kartu prakerja stimulus usaha anggap andil dongkrak optimisme masyarakat indonesia menyongsong ekonomi lebih baik indonesia sehat ekonomi pulih",7,7,0,7,"Positif"
"semangat taa eh prakerja buka",1,1,0,1,"Positif"
"duit sudah habis kerja cpns tidak tau lama ngandelin prakerja duit prakerja sudah habis modal bayar arisan listrik inet belum bayar",8,3,5,-2,"Negatif"
"sekal bahas utang negara coba koh korupsi jiwasraya prakerja tuh",2,0,2,-2,"Negatif"
"begal tidak daftar prakerja tidak training online stir",3,0,3,-3,"Negatif"
"lelah selalu tolak kartu prakerja banting stir ngumpulin satosi negara orang nya makan usaha tampa kartu prakerja",1,0,1,-1,"Negatif"
"prakerja pas akun tes sisa latih tau tidak tunggu benar cuma tl deh rame bilang turun",3,1,2,-1,"Negatif"
"blt prakerja sistem prakerja cair lama kali kalo blt gaji sekal cair langsung turun sistem tf kali hyunk",5,3,2,1,"Positif"
"gadapet prakerja tes semangat nunggunya",1,1,0,1,"Positif"
"sudah tidak kerja daftar prakerja lolos uang pakai usaha kecil kecil rumah sepi jual",5,2,3,-1,"Negatif"
"terima prakerja bo",1,1,0,1,"Positif"
"order sepi banget daftar kartu prakerja tidak",1,0,1,-1,"Negatif"
"hai kak mohon info sertifikat prakerja ditebitkan lembaga sudah kirim data tokopedia tanggal mohon cepat banget mah kakkkkkkk",1,1,0,1,"Positif"
"bantu pemerintah salur blt umkm bpjs dana desa prakerja",0,0,0,0,"Netral"
"sarjana doang tidak bantuin daftarin blt umkm anak tidak servis hp error anak tidak bantuin daftar prakerja anak doang tidak malsuin ijazah also me",4,0,4,-4,"Negatif"
"kak status hasil sertifikat belum muncul dashboard prakerja tokopedia belum lapor prakerjanya",2,0,2,-2,"Negatif"
"beli latih prakerja ditokopedia nomor invoice ivr xx x tanggal november nilai tidak judul latih website tempo institute mohon tindak lanjut",1,0,1,-1,"Negatif"
"kartu prakerja eh",0,0,0,0,"Netral"
"kasihan setan jobless bingung kirim cv nya tidak kerja kesi entar ngisi kartu prakerja tidak tega",7,1,6,-5,"Negatif"
"bukan banding kartu prakerja",0,0,0,0,"Netral"
"hei tipu gelap dana tanggal suruh tunggu kali sudah lewat minggu gelap uang layan e money tipu bukti kuat kait case dana prakerja hilang",7,2,5,-3,"Negatif"
"prakerja blt bsu zonk responnya menteri hormat deh email cek aplikasi tidak respon tanggap tidak akal an orang kementrian tenaga kerja",5,2,3,-1,"Negatif"
"sing entuk bantu prakerja fix sok nek akherat melu nanggung utang negoro",2,0,2,-2,"Negatif"
"pakai dana prakerja sudah beli hektar nih mantap tuan tanah",1,1,0,1,"Positif"
"yuk belum latih prakerja gelombang join grup info kena latih skill academy benefit nya loh",1,0,1,-1,"Negatif"
"blt a usaha mikro pemegang kartu bpjs prakerja petan",0,0,0,0,"Netral"
